Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1,May,22,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,25,Car
2,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car
2,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,69,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Other Vehicle 
1,Jun,19,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,1,Car
2,Jun,1,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,19,Pedal cycle
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,Car
2,Jun,16,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Other Vehicle 
2,Jun,16,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Other Vehicle 
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,56,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
3,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
1,Jun,1,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
1,Jun,1,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,Car
2,Jun,16,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,42,Other Vehicle 
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,8,Pedal cycle
2,Jun,19,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
1,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,Car
1,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,49,Pedal cycle
2,Jun,19,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
2,Jun,19,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
2,Jun,2,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,38,Car
2,Jun,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
3,Jun,11,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Male,26,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
2,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Motorcycle over 500cc
1,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
1,Jun,20,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,23,Car
1,Jun,20,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
4,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
4,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
2,Jun,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Pedal cycle
2,Jun,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Pedal cycle
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,59,Car
2,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
2,Jun,20,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,64,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,60,Pedal cycle
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Pedal cycle
1,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Taxi/Private hire car
1,Jun,22,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver,Serious,Male,29,Motorcycle over 50cc and up to 125cc
2,Jun,6,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
2,Jun,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Car
2,Jun,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,44,Car
2,Jun,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
1,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Mobility Scooter
1,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
1,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
1,Jun,20,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
1,Jun,20,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
3,Jun,21,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
1,Jun,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,46,Motorcycle over 125cc and up to 500cc
1,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Pedal cycle
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
2,Jun,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
1,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,79,Car
2,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
1,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Car
1,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,13,Car
1,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Goods vehicle 3.5 tonnes mgw and under
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
2,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
2,Jun,18,Wet / Damp,Daylight: street lights present,Unknown,Driver,Serious,Male,37,Pedal cycle
3,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
3,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car
1,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,90,Bus or coach (17 or more passenger seats)
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
1,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Bus or coach (17 or more passenger seats)
2,Jun,22,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,15,Car
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Motorcycle over 50cc and up to 125cc
1,Jun,11,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,81,Goods vehicle 3.5 tonnes mgw and under
1,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Car
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,72,Bus or coach (17 or more passenger seats)
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,68,Bus or coach (17 or more passenger seats)
1,Jun,21,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,66,Car
1,Jun,5,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Other Vehicle 
2,Jun,7,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car
2,Jun,10,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
2,Jun,10,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,77,Car
2,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
2,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
1,Jun,0,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,23,Taxi/Private hire car
1,Jun,3,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Female,18,Taxi/Private hire car
1,Jun,3,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
1,Jun,3,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Female,19,Taxi/Private hire car
1,Jun,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Car
1,Jun,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car
2,Jun,7,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Pedal cycle
2,Jun,7,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Car
1,Jun,10,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,76,Car
1,Jun,10,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Female,74,Bus or coach (17 or more passenger seats)
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Goods vehicle 3.5 tonnes mgw and under
2,Jun,14,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Goods vehicle 3.5 tonnes mgw and under
1,Jun,12,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Serious,Female,64,Bus or coach (17 or more passenger seats)
2,Jun,17,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,M/cycle 50cc and under
2,Jun,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car
2,Jun,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
5,Jun,0,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,71,Car
1,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44,Car
2,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,13,Pedal cycle
2,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
2,Jun,18,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Pedal cycle
1,Jun,19,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
1,Jun,22,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,35,Car
4,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Car
2,Jun,9,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Car
2,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,84,Car
1,Jun,12,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33,Bus or coach (17 or more passenger seats)
2,Jun,15,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
1,Jun,13,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,48,Bus or coach (17 or more passenger seats)
1,Jun,19,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,52,Car
1,Jun,17,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
2,Jul,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
1,Jul,10,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,75,Bus or coach (17 or more passenger seats)
2,Jul,12,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
2,Jul,13,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,Pedal cycle
2,Jul,20,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,67,Car
2,Jul,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
2,Jul,8,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
2,Jul,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car
2,Jul,9,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,50,Pedal cycle
2,Jul,7,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
2,Jul,13,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,31,Car
2,Jun,8,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
